Name,Date,Lat,Lng,Speed(mph),Speed(km/h),Altitude(ft),Altitude(m),Accuracy,Type,Date2
Ruksana’s iPhone,2019-12-04 5:17:18 PM,,,0,0,26,8,16,GPS,2019-12-04 17:17:18+00:00
Ruksana’s iPhone,2019-12-04 5:19:55 PM,,,3,5,26,8,16,GPS,2019-12-04 17:19:55+00:00
Ruksana’s iPhone,2019-12-04 5:20:03 PM,,,1,2,26,8,16,GPS,2019-12-04 17:20:03+00:00
Ruksana’s iPhone,2019-12-04 5:26:13 PM,,,,,22,7,65,GPS,2019-12-04 17:26:13+00:00
Ruksana’s iPhone,2019-12-04 5:27:39 PM,,,5,8,22,7,16,GPS,2019-12-04 17:27:39+00:00
Ruksana’s iPhone,2019-12-04 5:29:08 PM,,,14,23,19,6,16,GPS,2019-12-04 17:29:08+00:00
Ruksana’s iPhone,2019-12-04 5:30:24 PM,,,0,0,9,3,16,GPS,2019-12-04 17:30:24+00:00
Ruksana’s iPhone,2019-12-04 5:32:18 PM,,,1,2,9,3,16,GPS,2019-12-04 17:32:18+00:00
Ruksana’s iPhone,2019-12-04 5:33:56 PM,,,5,8,3,1,16,GPS,2019-12-04 17:33:56+00:00
Ruksana’s iPhone,2019-12-04 5:35:38 PM,,,0,0,13,4,16,GPS,2019-12-04 17:35:38+00:00
Ruksana’s iPhone,2019-12-04 5:37:17 PM,,,4,6,13,4,16,GPS,2019-12-04 17:37:17+00:00
Ruksana’s iPhone,2019-12-04 5:38:36 PM,,,14,23,16,5,16,GPS,2019-12-04 17:38:36+00:00
Ruksana’s iPhone,2019-12-04 5:40:10 PM,,,2,3,16,5,16,GPS,2019-12-04 17:40:10+00:00
Ruksana’s iPhone,2019-12-04 5:41:54 PM,,,4,6,13,4,16,GPS,2019-12-04 17:41:54+00:00
Ruksana’s iPhone,2019-12-04 5:43:19 PM,,,9,14,16,5,16,GPS,2019-12-04 17:43:19+00:00
Ruksana’s iPhone,2019-12-04 5:45:46 PM,,,0,0,16,5,16,GPS,2019-12-04 17:45:46+00:00
Ruksana’s iPhone,2019-12-04 5:47:56 PM,,,0,0,16,5,16,GPS,2019-12-04 17:47:56+00:00
Ruksana’s iPhone,2019-12-04 5:56:41 PM,,,,,13,4,65,GPS,2019-12-04 17:56:41+00:00
Ruksana’s iPhone,2019-12-04 5:59:08 PM,,,1,2,16,5,16,GPS,2019-12-04 17:59:08+00:00
Ruksana’s iPhone,2019-12-04 6:01:22 PM,,,1,2,19,6,32,GPS,2019-12-04 18:01:22+00:00
Ruksana’s iPhone,2019-12-04 6:02:33 PM,,,4,6,19,6,6,GPS,2019-12-04 18:02:33+00:00
Ruksana’s iPhone,2019-12-04 6:06:15 PM,,,,,-19,-6,32,GPS,2019-12-04 18:06:15+00:00
Ruksana’s iPhone,2019-12-04 6:08:55 PM,,,0,0,19,6,32,GPS,2019-12-04 18:08:55+00:00
Ruksana’s iPhone,2019-12-04 6:11:27 PM,,,0,0,19,6,32,GPS,2019-12-04 18:11:27+00:00
Name,Date,Lat,Lng,Speed(mph),Speed(km/h),Altitude(ft),Altitude(m),Accuracy,Type,Date2
Ruksana’s iPhone,2019-12-05 9:14:33 AM,,,,,665,203,48,GPS,2019-12-05 09:14:33+00:00
Ruksana’s iPhone,2019-12-05 9:17:17 AM,,,,,-1154,-352,48,GPS,2019-12-05 09:17:17+00:00
Ruksana’s iPhone,2019-12-05 9:19:23 AM,,,2,3,19,6,32,GPS,2019-12-05 09:19:23+00:00
Ruksana’s iPhone,2019-12-05 9:21:32 AM,,,3,5,16,5,6,GPS,2019-12-05 09:21:32+00:00
Ruksana’s iPhone,2019-12-05 9:23:39 AM,,,0,0,16,5,16,GPS,2019-12-05 09:23:39+00:00
Ruksana’s iPhone,2019-12-05 9:25:27 AM,,,0,0,16,5,8,GPS,2019-12-05 09:25:27+00:00
Ruksana’s iPhone,2019-12-05 9:26:51 AM,,,1,2,16,5,16,GPS,2019-12-05 09:26:51+00:00
Ruksana’s iPhone,2019-12-05 9:28:21 AM,,,0,0,16,5,8,GPS,2019-12-05 09:28:21+00:00
Ruksana’s iPhone,2019-12-05 9:29:37 AM,,,3,5,16,5,16,GPS,2019-12-05 09:29:37+00:00
Ruksana’s iPhone,2019-12-05 9:30:53 AM,,,7,11,16,5,8,GPS,2019-12-05 09:30:53+00:00
Ruksana’s iPhone,2019-12-05 9:32:21 AM,,,0,0,13,4,8,GPS,2019-12-05 09:32:21+00:00
Ruksana’s iPhone,2019-12-05 9:33:53 AM,,,3,5,13,4,16,GPS,2019-12-05 09:33:53+00:00
Ruksana’s iPhone,2019-12-05 9:35:09 AM,,,9,14,22,7,8,GPS,2019-12-05 09:35:09+00:00
Ruksana’s iPhone,2019-12-05 9:36:44 AM,,,1,2,19,6,16,GPS,2019-12-05 09:36:44+00:00
Ruksana’s iPhone,2019-12-05 9:38:02 AM,,,7,11,22,7,16,GPS,2019-12-05 09:38:02+00:00
Ruksana’s iPhone,2019-12-05 9:39:21 AM,,,,,26,8,65,GPS,2019-12-05 09:39:21+00:00
Ruksana’s iPhone,2019-12-05 9:40:48 AM,,,,,29,9,65,GPS,2019-12-05 09:40:48+00:00
Ruksana’s iPhone,2019-12-05 9:42:06 AM,,,7,11,26,8,16,GPS,2019-12-05 09:42:06+00:00
Ruksana’s iPhone,2019-12-05 9:43:25 AM,,,16,26,22,7,24,GPS,2019-12-05 09:43:25+00:00
Ruksana’s iPhone,2019-12-05 9:44:43 AM,,,11,18,22,7,16,GPS,2019-12-05 09:44:43+00:00
Ruksana’s iPhone,2019-12-05 9:46:33 AM,,,0,0,19,6,32,GPS,2019-12-05 09:46:33+00:00
Ruksana’s iPhone,2019-12-05 9:47:49 AM,,,,,-78,-24,48,GPS,2019-12-05 09:47:49+00:00
Ruksana’s iPhone,2019-12-05 9:49:57 AM,,,1,2,26,8,16,GPS,2019-12-05 09:49:57+00:00
Ruksana’s iPhone,2019-12-05 9:52:05 AM,,,3,5,39,12,16,GPS,2019-12-05 09:52:05+00:00
Ruksana’s iPhone,2019-12-05 9:53:49 AM,,,,,150,46,48,GPS,2019-12-05 09:53:49+00:00
Ruksana’s iPhone,2019-12-05 9:57:40 AM,,,,,42,13,32,GPS,2019-12-05 09:57:40+00:00
Ruksana’s iPhone,2019-12-05 12:27:19 PM,,,,,45,14,65,GPS,2019-12-05 12:27:19+00:00
Ruksana’s iPhone,2019-12-05 12:28:50 PM,,,,,42,13,65,GPS,2019-12-05 12:28:50+00:00
Ruksana’s iPhone,2019-12-05 12:30:27 PM,,,1,2,22,7,96,GPS,2019-12-05 12:30:27+00:00
Ruksana’s iPhone,2019-12-05 12:31:35 PM,,,,,42,13,65,GPS,2019-12-05 12:31:35+00:00
Ruksana’s iPhone,2019-12-05 12:33:00 PM,,,2,3,321,98,64,GPS,2019-12-05 12:33:00+00:00
Ruksana’s iPhone,2019-12-05 12:34:18 PM,,,3,5,39,12,32,GPS,2019-12-05 12:34:18+00:00
Ruksana’s iPhone,2019-12-05 12:35:56 PM,,,,,42,13,65,GPS,2019-12-05 12:35:56+00:00
Ruksana’s iPhone,2019-12-05 12:37:15 PM,,,1,2,62,19,32,GPS,2019-12-05 12:37:15+00:00
Ruksana’s iPhone,2019-12-05 12:38:33 PM,,,,,193,59,48,GPS,2019-12-05 12:38:33+00:00
Ruksana’s iPhone,2019-12-05 12:40:42 PM,,,,,42,13,65,GPS,2019-12-05 12:40:42+00:00
Ruksana’s iPhone,2019-12-05 12:44:57 PM,,,,,39,12,65,GPS,2019-12-05 12:44:57+00:00
Ruksana’s iPhone,2019-12-05 3:18:45 PM,,,,,45,14,65,GPS,2019-12-05 15:18:45+00:00
Ruksana’s iPhone,2019-12-05 4:49:30 PM,,,,,32,10,65,GPS,2019-12-05 16:49:30+00:00
Ruksana’s iPhone,2019-12-05 4:51:36 PM,,,2,3,26,8,6,GPS,2019-12-05 16:51:36+00:00
Ruksana’s iPhone,2019-12-05 4:53:42 PM,,,1,2,29,9,6,GPS,2019-12-05 16:53:42+00:00
Ruksana’s iPhone,2019-12-05 4:54:24 PM,,,1,2,29,9,6,GPS,2019-12-05 16:54:24+00:00
Ruksana’s iPhone,2019-12-05 4:56:33 PM,,,3,5,22,7,16,GPS,2019-12-05 16:56:33+00:00
Ruksana’s iPhone,2019-12-05 4:58:45 PM,,,2,3,22,7,16,GPS,2019-12-05 16:58:45+00:00
Ruksana’s iPhone,2019-12-05 5:00:57 PM,,,2,3,22,7,16,GPS,2019-12-05 17:00:57+00:00
Ruksana’s iPhone,2019-12-05 5:03:06 PM,,,2,3,26,8,32,GPS,2019-12-05 17:03:06+00:00
Ruksana’s iPhone,2019-12-05 5:06:02 PM,,,,,22,7,65,GPS,2019-12-05 17:06:02+00:00
Ruksana’s iPhone,2019-12-05 5:15:42 PM,,,,,22,7,65,GPS,2019-12-05 17:15:42+00:00
Ruksana’s iPhone,2019-12-05 5:17:04 PM,,,,,22,7,165,GPS,2019-12-05 17:17:04+00:00
Ruksana’s iPhone,2019-12-05 5:22:25 PM,,,,,26,8,48,GPS,2019-12-05 17:22:25+00:00
Ruksana’s iPhone,2019-12-05 5:23:41 PM,,,,,26,8,65,GPS,2019-12-05 17:23:41+00:00
Ruksana’s iPhone,2019-12-05 5:25:52 PM,,,,,39,12,65,GPS,2019-12-05 17:25:52+00:00
Ruksana’s iPhone,2019-12-05 5:28:43 PM,,,,,22,7,65,GPS,2019-12-05 17:28:43+00:00
Ruksana’s iPhone,2019-12-05 5:30:52 PM,,,,,193,59,32,GPS,2019-12-05 17:30:52+00:00
Ruksana’s iPhone,2019-12-05 5:33:00 PM,,,0,0,-203,-62,32,GPS,2019-12-05 17:33:00+00:00
Ruksana’s iPhone,2019-12-05 5:35:09 PM,,,3,5,22,7,32,GPS,2019-12-05 17:35:09+00:00
Ruksana’s iPhone,2019-12-05 5:37:15 PM,,,1,2,22,7,16,GPS,2019-12-05 17:37:15+00:00
Ruksana’s iPhone,2019-12-05 5:39:04 PM,,,1,2,26,8,16,GPS,2019-12-05 17:39:04+00:00
Ruksana’s iPhone,2019-12-05 5:41:11 PM,,,0,0,29,9,16,GPS,2019-12-05 17:41:11+00:00
Ruksana’s iPhone,2019-12-05 5:43:17 PM,,,1,2,-134,-41,32,GPS,2019-12-05 17:43:17+00:00
Ruksana’s iPhone,2019-12-05 5:45:24 PM,,,2,3,-164,-50,32,GPS,2019-12-05 17:45:24+00:00
Ruksana’s iPhone,2019-12-05 5:46:22 PM,,,2,3,39,12,32,GPS,2019-12-05 17:46:22+00:00
Ruksana’s iPhone,2019-12-05 5:48:30 PM,,,,,32,10,65,GPS,2019-12-05 17:48:30+00:00
Ruksana’s iPhone,2019-12-05 5:50:40 PM,,,,,16,5,32,GPS,2019-12-05 17:50:40+00:00
Ruksana’s iPhone,2019-12-05 5:52:36 PM,,,,,42,13,65,GPS,2019-12-05 17:52:36+00:00
Ruksana’s iPhone,2019-12-05 5:56:54 PM,,,,,42,13,65,GPS,2019-12-05 17:56:54+00:00
Ruksana’s iPhone,2019-12-05 6:03:28 PM,,,,,39,12,65,GPS,2019-12-05 18:03:28+00:00
Ruksana’s iPhone,2019-12-05 7:08:42 PM,,,,,32,10,65,GPS,2019-12-05 19:08:42+00:00
Ruksana’s iPhone,2019-12-05 7:10:51 PM,,,1,2,26,8,16,GPS,2019-12-05 19:10:51+00:00
Ruksana’s iPhone,2019-12-05 7:13:02 PM,,,2,3,19,6,16,GPS,2019-12-05 19:13:02+00:00
Ruksana’s iPhone,2019-12-05 7:13:46 PM,,,2,3,19,6,6,GPS,2019-12-05 19:13:46+00:00
Ruksana’s iPhone,2019-12-05 7:15:58 PM,,,,,-3,-1,82,GPS,2019-12-05 19:15:58+00:00
Ruksana’s iPhone,2019-12-05 7:18:15 PM,,,,,22,7,65,GPS,2019-12-05 19:18:15+00:00
Ruksana’s iPhone,2019-12-05 7:20:24 PM,,,4,6,19,6,6,GPS,2019-12-05 19:20:24+00:00
Ruksana’s iPhone,2019-12-05 7:22:04 PM,,,9,14,19,6,6,GPS,2019-12-05 19:22:04+00:00
Ruksana’s iPhone,2019-12-05 7:23:39 PM,,,0,0,26,8,8,GPS,2019-12-05 19:23:39+00:00
Ruksana’s iPhone,2019-12-05 7:24:58 PM,,,2,3,19,6,8,GPS,2019-12-05 19:24:58+00:00
Ruksana’s iPhone,2019-12-05 7:26:19 PM,,,1,2,19,6,8,GPS,2019-12-05 19:26:19+00:00
Ruksana’s iPhone,2019-12-05 7:27:39 PM,,,0,0,19,6,24,GPS,2019-12-05 19:27:39+00:00
Ruksana’s iPhone,2019-12-05 7:29:21 PM,,,3,5,19,6,32,GPS,2019-12-05 19:29:21+00:00
Ruksana’s iPhone,2019-12-05 7:30:42 PM,,,13,21,16,5,32,GPS,2019-12-05 19:30:42+00:00
Ruksana’s iPhone,2019-12-05 7:32:09 PM,,,1,2,13,4,32,GPS,2019-12-05 19:32:09+00:00
Ruksana’s iPhone,2019-12-05 7:33:28 PM,,,12,19,16,5,16,GPS,2019-12-05 19:33:28+00:00
Ruksana’s iPhone,2019-12-05 7:34:46 PM,,,0,0,22,7,16,GPS,2019-12-05 19:34:46+00:00
Ruksana’s iPhone,2019-12-05 7:36:08 PM,,,,,29,9,65,GPS,2019-12-05 19:36:08+00:00
Ruksana’s iPhone,2019-12-05 7:38:21 PM,,,,,22,7,70,GPS,2019-12-05 19:38:21+00:00
Ruksana’s iPhone,2019-12-05 7:39:44 PM,,,0,0,22,7,48,GPS,2019-12-05 19:39:44+00:00
Ruksana’s iPhone,2019-12-05 7:41:02 PM,,,,,52,16,48,GPS,2019-12-05 19:41:02+00:00
Ruksana’s iPhone,2019-12-05 7:42:38 PM,,,,,91,28,32,GPS,2019-12-05 19:42:38+00:00
Ruksana’s iPhone,2019-12-05 8:22:49 PM,,,1,2,13,4,6,GPS,2019-12-05 20:22:49+00:00
Ruksana’s iPhone,2019-12-05 8:24:59 PM,,,0,0,16,5,8,GPS,2019-12-05 20:24:59+00:00
Ruksana’s iPhone,2019-12-05 8:28:01 PM,,,0,0,16,5,16,GPS,2019-12-05 20:28:01+00:00
Ruksana’s iPhone,2019-12-05 8:29:19 PM,,,7,11,19,6,16,GPS,2019-12-05 20:29:19+00:00
Ruksana’s iPhone,2019-12-05 8:31:27 PM,,,2,3,19,6,6,GPS,2019-12-05 20:31:27+00:00
Ruksana’s iPhone,2019-12-05 8:33:23 PM,,,0,0,13,4,32,GPS,2019-12-05 20:33:23+00:00
Ruksana’s iPhone,2019-12-05 8:36:08 PM,,,0,0,9,3,32,GPS,2019-12-05 20:36:08+00:00
Ruksana’s iPhone,2019-12-05 8:41:12 PM,,,,,39,12,165,GPS,2019-12-05 20:41:12+00:00
Ruksana’s iPhone,2019-12-05 8:43:25 PM,,,,,19,6,65,GPS,2019-12-05 20:43:25+00:00
Ruksana’s iPhone,2019-12-05 8:44:47 PM,,,30,48,-36,-11,64,GPS,2019-12-05 20:44:47+00:00
Ruksana’s iPhone,2019-12-05 8:46:04 PM,,,0,0,22,7,32,GPS,2019-12-05 20:46:04+00:00
Ruksana’s iPhone,2019-12-05 8:47:46 PM,,,,,-183,-56,32,GPS,2019-12-05 20:47:46+00:00
Ruksana’s iPhone,2019-12-05 8:49:04 PM,,,0,0,-482,-147,32,GPS,2019-12-05 20:49:04+00:00
Ruksana’s iPhone,2019-12-05 8:50:25 PM,,,0,0,-226,-69,32,GPS,2019-12-05 20:50:25+00:00
Ruksana’s iPhone,2019-12-05 8:51:43 PM,,,22,35,13,4,16,GPS,2019-12-05 20:51:43+00:00
Ruksana’s iPhone,2019-12-05 8:53:51 PM,,,0,0,19,6,32,GPS,2019-12-05 20:53:51+00:00
Ruksana’s iPhone,2019-12-05 8:56:21 PM,,,,,16,5,65,GPS,2019-12-05 20:56:21+00:00
Ruksana’s iPhone,2019-12-05 8:56:41 PM,,,,,16,5,65,GPS,2019-12-05 20:56:41+00:00
Ruksana’s iPhone,2019-12-05 8:58:52 PM,,,0,0,16,5,16,GPS,2019-12-05 20:58:52+00:00
Ruksana’s iPhone,2019-12-05 9:00:44 PM,,,0,0,16,5,16,GPS,2019-12-05 21:00:44+00:00
Ruksana’s iPhone,2019-12-05 9:02:53 PM,,,2,3,19,6,16,GPS,2019-12-05 21:02:53+00:00
Ruksana’s iPhone,2019-12-05 9:04:59 PM,,,2,3,16,5,6,GPS,2019-12-05 21:04:59+00:00
Ruksana’s iPhone,2019-12-05 9:07:08 PM,,,1,2,19,6,16,GPS,2019-12-05 21:07:08+00:00
Ruksana’s iPhone,2019-12-05 9:09:17 PM,,,2,3,19,6,16,GPS,2019-12-05 21:09:17+00:00
Ruksana’s iPhone,2019-12-05 9:11:25 PM,,,2,3,19,6,16,GPS,2019-12-05 21:11:25+00:00
Ruksana’s iPhone,2019-12-05 9:13:35 PM,,,1,2,16,5,4,GPS,2019-12-05 21:13:35+00:00
Ruksana’s iPhone,2019-12-05 9:15:41 PM,,,1,2,19,6,6,GPS,2019-12-05 21:15:41+00:00
Ruksana’s iPhone,2019-12-05 9:17:47 PM,,,2,3,19,6,6,GPS,2019-12-05 21:17:47+00:00
Ruksana’s iPhone,2019-12-05 9:19:09 PM,,,0,0,19,6,32,GPS,2019-12-05 21:19:09+00:00
Name,Date,Lat,Lng,Speed(mph),Speed(km/h),Altitude(ft),Altitude(m),Accuracy,Type,Date2
Ruksana’s iPhone,2019-12-07 5:13:45 PM,,,9,14,19,6,32,GPS,2019-12-07 17:13:45+00:00
Ruksana’s iPhone,2019-12-07 5:16:08 PM,,,1,2,22,7,6,GPS,2019-12-07 17:16:08+00:00
Ruksana’s iPhone,2019-12-07 5:17:41 PM,,,4,6,22,7,6,GPS,2019-12-07 17:17:41+00:00
Ruksana’s iPhone,2019-12-07 5:19:05 PM,,,3,5,22,7,6,GPS,2019-12-07 17:19:05+00:00
Ruksana’s iPhone,2019-12-07 5:20:28 PM,,,0,0,19,6,6,GPS,2019-12-07 17:20:28+00:00
Ruksana’s iPhone,2019-12-07 5:21:13 PM,,,11,18,19,6,16,GPS,2019-12-07 17:21:13+00:00
Ruksana’s iPhone,2019-12-07 5:25:43 PM,,,3,5,19,6,16,GPS,2019-12-07 17:25:43+00:00
Ruksana’s iPhone,2019-12-07 5:27:29 PM,,,11,18,19,6,16,GPS,2019-12-07 17:27:29+00:00
Ruksana’s iPhone,2019-12-07 5:28:45 PM,,,0,0,16,5,16,GPS,2019-12-07 17:28:45+00:00
Ruksana’s iPhone,2019-12-07 5:30:05 PM,,,20,32,19,6,16,GPS,2019-12-07 17:30:05+00:00
Ruksana’s iPhone,2019-12-07 5:31:34 PM,,,0,0,19,6,12,GPS,2019-12-07 17:31:34+00:00
Ruksana’s iPhone,2019-12-07 5:33:01 PM,,,6,10,22,7,8,GPS,2019-12-07 17:33:01+00:00
Ruksana’s iPhone,2019-12-07 5:35:20 PM,,,3,5,19,6,16,GPS,2019-12-07 17:35:20+00:00
Ruksana’s iPhone,2019-12-07 5:37:05 PM,,,2,3,16,5,12,GPS,2019-12-07 17:37:05+00:00
Ruksana’s iPhone,2019-12-07 5:38:21 PM,,,0,0,16,5,16,GPS,2019-12-07 17:38:21+00:00
Ruksana’s iPhone,2019-12-07 5:39:42 PM,,,3,5,19,6,16,GPS,2019-12-07 17:39:42+00:00
Ruksana’s iPhone,2019-12-07 5:40:59 PM,,,6,10,19,6,16,GPS,2019-12-07 17:40:59+00:00
Ruksana’s iPhone,2019-12-07 5:42:51 PM,,,6,10,19,6,6,GPS,2019-12-07 17:42:51+00:00
Ruksana’s iPhone,2019-12-07 5:44:12 PM,,,7,11,36,11,8,GPS,2019-12-07 17:44:12+00:00
Ruksana’s iPhone,2019-12-07 5:45:34 PM,,,1,2,45,14,16,GPS,2019-12-07 17:45:34+00:00
Ruksana’s iPhone,2019-12-07 5:46:53 PM,,,24,39,68,21,16,GPS,2019-12-07 17:46:53+00:00
Ruksana’s iPhone,2019-12-07 5:48:17 PM,,,2,3,95,29,6,GPS,2019-12-07 17:48:17+00:00
Ruksana’s iPhone,2019-12-07 5:50:13 PM,,,15,24,98,30,6,GPS,2019-12-07 17:50:13+00:00
Ruksana’s iPhone,2019-12-07 5:51:31 PM,,,46,74,150,46,8,GPS,2019-12-07 17:51:31+00:00
Ruksana’s iPhone,2019-12-07 5:52:50 PM,,,31,50,134,41,16,GPS,2019-12-07 17:52:50+00:00
Ruksana’s iPhone,2019-12-07 5:54:10 PM,,,18,29,42,13,8,GPS,2019-12-07 17:54:10+00:00
Ruksana’s iPhone,2019-12-07 5:55:29 PM,,,39,63,39,12,8,GPS,2019-12-07 17:55:29+00:00
Ruksana’s iPhone,2019-12-07 5:56:48 PM,,,49,79,49,15,8,GPS,2019-12-07 17:56:48+00:00
Ruksana’s iPhone,2019-12-07 5:58:06 PM,,,42,68,65,20,12,GPS,2019-12-07 17:58:06+00:00
Ruksana’s iPhone,2019-12-07 5:59:36 PM,,,12,19,85,26,12,GPS,2019-12-07 17:59:36+00:00
Ruksana’s iPhone,2019-12-07 6:01:01 PM,,,12,19,49,15,6,GPS,2019-12-07 18:01:01+00:00
Ruksana’s iPhone,2019-12-07 6:02:32 PM,,,9,14,52,16,6,GPS,2019-12-07 18:02:32+00:00
Ruksana’s iPhone,2019-12-07 6:03:54 PM,,,0,0,62,19,6,GPS,2019-12-07 18:03:54+00:00
Ruksana’s iPhone,2019-12-07 6:06:07 PM,,,0,0,59,18,32,GPS,2019-12-07 18:06:07+00:00
Ruksana’s iPhone,2019-12-07 6:07:06 PM,,,0,0,59,18,32,GPS,2019-12-07 18:07:06+00:00
Ruksana’s iPhone,2019-12-07 6:23:53 PM,,,,,95,29,65,GPS,2019-12-07 18:23:53+00:00
Ruksana’s iPhone,2019-12-07 7:22:04 PM,,,,,82,25,65,GPS,2019-12-07 19:22:04+00:00
Ruksana’s iPhone,2019-12-07 7:23:25 PM,,,20,32,68,21,8,GPS,2019-12-07 19:23:25+00:00
Ruksana’s iPhone,2019-12-07 7:24:44 PM,,,21,34,42,13,8,GPS,2019-12-07 19:24:44+00:00
Ruksana’s iPhone,2019-12-07 7:26:03 PM,,,48,77,26,8,12,GPS,2019-12-07 19:26:03+00:00
Ruksana’s iPhone,2019-12-07 7:27:21 PM,,,40,64,49,15,12,GPS,2019-12-07 19:27:21+00:00
Ruksana’s iPhone,2019-12-07 7:28:40 PM,,,39,63,45,14,16,GPS,2019-12-07 19:28:40+00:00
Ruksana’s iPhone,2019-12-07 7:29:58 PM,,,38,61,32,10,16,GPS,2019-12-07 19:29:58+00:00
Ruksana’s iPhone,2019-12-07 7:32:02 PM,,,16,26,154,47,16,GPS,2019-12-07 19:32:02+00:00
Ruksana’s iPhone,2019-12-07 7:33:21 PM,,,36,58,164,50,8,GPS,2019-12-07 19:33:21+00:00
Ruksana’s iPhone,2019-12-07 7:35:00 PM,,,25,40,98,30,6,GPS,2019-12-07 19:35:00+00:00
Ruksana’s iPhone,2019-12-07 7:37:10 PM,,,7,11,52,16,16,GPS,2019-12-07 19:37:10+00:00
Ruksana’s iPhone,2019-12-07 7:38:32 PM,,,1,2,42,13,16,GPS,2019-12-07 19:38:32+00:00
Ruksana’s iPhone,2019-12-07 7:39:53 PM,,,17,27,39,12,16,GPS,2019-12-07 19:39:53+00:00
Ruksana’s iPhone,2019-12-07 7:41:51 PM,,,6,10,22,7,32,GPS,2019-12-07 19:41:51+00:00
Ruksana’s iPhone,2019-12-07 7:43:09 PM,,,11,18,19,6,16,GPS,2019-12-07 19:43:09+00:00
Ruksana’s iPhone,2019-12-07 7:44:27 PM,,,8,13,16,5,12,GPS,2019-12-07 19:44:27+00:00
Ruksana’s iPhone,2019-12-07 7:45:46 PM,,,18,29,16,5,16,GPS,2019-12-07 19:45:46+00:00
