Name,Date,Lat,Lng,Speed(mph),Speed(km/h),Altitude(ft),Altitude(m),Accuracy,Type,Date2
Ruksana’s iPhone,2019-12-12 4:36:37 PM,,,0,0,22,7,32,GPS,2019-12-12 16:36:37+00:00
Ruksana’s iPhone,2019-12-12 4:38:05 PM,,,0,0,26,8,32,GPS,2019-12-12 16:38:05+00:00
Ruksana’s iPhone,2019-12-12 4:38:13 PM,,,5,8,26,8,32,GPS,2019-12-12 16:38:13+00:00
Ruksana’s iPhone,2019-12-12 4:39:07 PM,,,1,2,26,8,48,GPS,2019-12-12 16:39:07+00:00
Ruksana’s iPhone,2019-12-12 4:40:23 PM,,,2,3,29,9,16,GPS,2019-12-12 16:40:23+00:00
Ruksana’s iPhone,2019-12-12 4:41:42 PM,,,8,13,32,10,16,GPS,2019-12-12 16:41:42+00:00
Ruksana’s iPhone,2019-12-12 4:43:00 PM,,,0,0,32,10,16,GPS,2019-12-12 16:43:00+00:00
Ruksana’s iPhone,2019-12-12 4:44:01 PM,,,6,10,32,10,32,GPS,2019-12-12 16:44:01+00:00
Ruksana’s iPhone,2019-12-12 4:45:43 PM,,,6,10,29,9,32,GPS,2019-12-12 16:45:43+00:00
Ruksana’s iPhone,2019-12-12 4:47:16 PM,,,1,2,29,9,32,GPS,2019-12-12 16:47:16+00:00
Ruksana’s iPhone,2019-12-12 4:48:47 PM,,,0,0,26,8,16,GPS,2019-12-12 16:48:47+00:00
Ruksana’s iPhone,2019-12-12 4:49:00 PM,,,0,0,26,8,16,GPS,2019-12-12 16:49:00+00:00
Ruksana’s iPhone,2019-12-12 4:52:47 PM,,,,,26,8,65,GPS,2019-12-12 16:52:47+00:00
Ruksana’s iPhone,2019-12-12 4:55:03 PM,,,,,19,6,65,GPS,2019-12-12 16:55:03+00:00
Ruksana’s iPhone,2019-12-12 4:56:20 PM,,,0,0,26,8,16,GPS,2019-12-12 16:56:20+00:00
Ruksana’s iPhone,2019-12-12 4:57:51 PM,,,1,2,26,8,16,GPS,2019-12-12 16:57:51+00:00
Ruksana’s iPhone,2019-12-12 4:59:13 PM,,,2,3,22,7,32,GPS,2019-12-12 16:59:13+00:00
Ruksana’s iPhone,2019-12-12 5:00:24 PM,,,4,6,22,7,32,GPS,2019-12-12 17:00:24+00:00
Ruksana’s iPhone,2019-12-12 5:01:40 PM,,,5,8,22,7,16,GPS,2019-12-12 17:01:40+00:00
Ruksana’s iPhone,2019-12-12 5:02:59 PM,,,6,10,9,3,16,GPS,2019-12-12 17:02:59+00:00
Ruksana’s iPhone,2019-12-12 5:04:24 PM,,,1,2,9,3,16,GPS,2019-12-12 17:04:24+00:00
Ruksana’s iPhone,2019-12-12 5:06:25 PM,,,8,13,13,4,16,GPS,2019-12-12 17:06:25+00:00
Ruksana’s iPhone,2019-12-12 5:07:43 PM,,,6,10,13,4,16,GPS,2019-12-12 17:07:43+00:00
Ruksana’s iPhone,2019-12-12 5:09:04 PM,,,0,0,13,4,32,GPS,2019-12-12 17:09:04+00:00
Ruksana’s iPhone,2019-12-12 5:10:23 PM,,,13,21,16,5,32,GPS,2019-12-12 17:10:23+00:00
Ruksana’s iPhone,2019-12-12 5:11:41 PM,,,2,3,13,4,16,GPS,2019-12-12 17:11:41+00:00
Ruksana’s iPhone,2019-12-12 5:11:45 PM,,,0,0,13,4,16,GPS,2019-12-12 17:11:45+00:00
Ruksana’s iPhone,2019-12-12 5:16:21 PM,,,0,0,13,4,64,GPS,2019-12-12 17:16:21+00:00
Ruksana’s iPhone,2019-12-12 5:22:17 PM,,,2,3,42,13,16,GPS,2019-12-12 17:22:17+00:00
Ruksana’s iPhone,2019-12-12 5:23:57 PM,,,,,29,9,32,GPS,2019-12-12 17:23:57+00:00
Ruksana’s iPhone,2019-12-12 5:25:41 PM,,,0,0,3,1,32,GPS,2019-12-12 17:25:41+00:00
Ruksana’s iPhone,2019-12-12 5:29:09 PM,,,,,-42,-13,65,GPS,2019-12-12 17:29:09+00:00
Ruksana’s iPhone,2019-12-12 5:31:20 PM,,,1,2,16,5,16,GPS,2019-12-12 17:31:20+00:00
Ruksana’s iPhone,2019-12-12 5:33:27 PM,,,2,3,16,5,16,GPS,2019-12-12 17:33:27+00:00
Ruksana’s iPhone,2019-12-12 5:35:33 PM,,,0,0,19,6,6,GPS,2019-12-12 17:35:33+00:00
Ruksana’s iPhone,2019-12-12 5:37:44 PM,,,2,3,19,6,32,GPS,2019-12-12 17:37:44+00:00
Ruksana’s iPhone,2019-12-12 5:39:26 PM,,,0,0,19,6,32,GPS,2019-12-12 17:39:26+00:00
Ruksana’s iPhone,2019-12-12 5:49:22 PM,,,,,-78,-24,48,GPS,2019-12-12 17:49:22+00:00
Ruksana’s iPhone,2019-12-12 5:50:40 PM,,,,,-75,-23,48,GPS,2019-12-12 17:50:40+00:00
Ruksana’s iPhone,2019-12-12 5:52:06 PM,,,0,0,19,6,32,GPS,2019-12-12 17:52:06+00:00
Ruksana’s iPhone,2019-12-12 5:55:07 PM,,,,,22,7,32,GPS,2019-12-12 17:55:07+00:00
Ruksana’s iPhone,2019-12-12 5:55:19 PM,,,1,2,19,6,32,GPS,2019-12-12 17:55:19+00:00
Name,Date,Lat,Lng,Speed(mph),Speed(km/h),Altitude(ft),Altitude(m),Accuracy,Type,Date2
Ruksana’s iPhone,2019-12-13 1:40:10 PM,,,,,16,5,65,GPS,2019-12-13 13:40:10+00:00
Ruksana’s iPhone,2019-12-13 1:42:20 PM,,,1,2,16,5,8,GPS,2019-12-13 13:42:20+00:00
Ruksana’s iPhone,2019-12-13 1:44:45 PM,,,1,2,16,5,32,GPS,2019-12-13 13:44:45+00:00
Ruksana’s iPhone,2019-12-13 1:46:42 PM,,,2,3,16,5,32,GPS,2019-12-13 13:46:42+00:00
Ruksana’s iPhone,2019-12-13 1:48:00 PM,,,,,-78,-24,32,GPS,2019-12-13 13:48:00+00:00
Ruksana’s iPhone,2019-12-13 1:49:59 PM,,,1,2,-413,-126,32,GPS,2019-12-13 13:49:59+00:00
Ruksana’s iPhone,2019-12-13 1:50:04 PM,,,0,0,-426,-130,32,GPS,2019-12-13 13:50:04+00:00
Ruksana’s iPhone,2019-12-13 2:00:06 PM,,,,,16,5,65,GPS,2019-12-13 14:00:06+00:00
Ruksana’s iPhone,2019-12-13 2:00:57 PM,,,1,2,16,5,16,GPS,2019-12-13 14:00:57+00:00
Ruksana’s iPhone,2019-12-13 2:35:19 PM,,,,,16,5,65,GPS,2019-12-13 14:35:19+00:00
Ruksana’s iPhone,2019-12-13 2:37:26 PM,,,1,2,19,6,16,GPS,2019-12-13 14:37:26+00:00
Ruksana’s iPhone,2019-12-13 2:39:15 PM,,,,,13,4,65,GPS,2019-12-13 14:39:15+00:00
Ruksana’s iPhone,2019-12-13 2:40:19 PM,,,,,19,6,65,GPS,2019-12-13 14:40:19+00:00
Ruksana’s iPhone,2019-12-13 2:43:45 PM,,,,,19,6,65,GPS,2019-12-13 14:43:45+00:00
Ruksana’s iPhone,2019-12-13 3:35:30 PM,,,,,16,5,65,GPS,2019-12-13 15:35:30+00:00
Ruksana’s iPhone,2019-12-13 3:37:40 PM,,,1,2,16,5,8,GPS,2019-12-13 15:37:40+00:00
Ruksana’s iPhone,2019-12-13 3:40:57 PM,,,0,0,16,5,8,GPS,2019-12-13 15:40:57+00:00
Ruksana’s iPhone,2019-12-13 3:43:22 PM,,,0,0,16,5,8,GPS,2019-12-13 15:43:22+00:00
Ruksana’s iPhone,2019-12-13 3:51:11 PM,,,,,9,3,65,GPS,2019-12-13 15:51:11+00:00
Ruksana’s iPhone,2019-12-13 3:52:30 PM,,,13,21,16,5,8,GPS,2019-12-13 15:52:30+00:00
Ruksana’s iPhone,2019-12-13 3:53:49 PM,,,21,34,13,4,8,GPS,2019-12-13 15:53:49+00:00
Ruksana’s iPhone,2019-12-13 3:55:12 PM,,,1,2,16,5,12,GPS,2019-12-13 15:55:12+00:00
Ruksana’s iPhone,2019-12-13 3:56:31 PM,,,17,27,13,4,24,GPS,2019-12-13 15:56:31+00:00
Ruksana’s iPhone,2019-12-13 3:58:16 PM,,,2,3,13,4,16,GPS,2019-12-13 15:58:16+00:00
Ruksana’s iPhone,2019-12-13 3:59:34 PM,,,9,14,16,5,16,GPS,2019-12-13 15:59:34+00:00
Ruksana’s iPhone,2019-12-13 4:01:10 PM,,,0,0,22,7,8,GPS,2019-12-13 16:01:10+00:00
Ruksana’s iPhone,2019-12-13 4:02:01 PM,,,5,8,19,6,8,GPS,2019-12-13 16:02:01+00:00
Ruksana’s iPhone,2019-12-13 4:03:17 PM,,,4,6,22,7,8,GPS,2019-12-13 16:03:17+00:00
Ruksana’s iPhone,2019-12-13 4:05:23 PM,,,18,29,19,6,16,GPS,2019-12-13 16:05:23+00:00
Ruksana’s iPhone,2019-12-13 4:06:39 PM,,,1,2,22,7,16,GPS,2019-12-13 16:06:39+00:00
Ruksana’s iPhone,2019-12-13 4:07:58 PM,,,3,5,26,8,32,GPS,2019-12-13 16:07:58+00:00
Ruksana’s iPhone,2019-12-13 4:09:21 PM,,,3,5,29,9,32,GPS,2019-12-13 16:09:21+00:00
Ruksana’s iPhone,2019-12-13 4:10:41 PM,,,4,6,22,7,16,GPS,2019-12-13 16:10:41+00:00
Ruksana’s iPhone,2019-12-13 4:11:58 PM,,,13,21,19,6,16,GPS,2019-12-13 16:11:58+00:00
Ruksana’s iPhone,2019-12-13 4:13:19 PM,,,17,27,29,9,12,GPS,2019-12-13 16:13:19+00:00
Ruksana’s iPhone,2019-12-13 4:14:47 PM,,,3,5,32,10,6,GPS,2019-12-13 16:14:47+00:00
Ruksana’s iPhone,2019-12-13 4:17:17 PM,,,4,6,-9,-3,32,GPS,2019-12-13 16:17:17+00:00
Ruksana’s iPhone,2019-12-13 4:17:35 PM,,,1,2,39,12,32,GPS,2019-12-13 16:17:35+00:00
Ruksana’s iPhone,2019-12-13 4:21:15 PM,,,2,3,29,9,32,GPS,2019-12-13 16:21:15+00:00
Ruksana’s iPhone,2019-12-13 4:25:46 PM,,,,,45,14,65,GPS,2019-12-13 16:25:46+00:00
Ruksana’s iPhone,2019-12-13 6:23:27 PM,,,,,26,8,65,GPS,2019-12-13 18:23:27+00:00
Ruksana’s iPhone,2019-12-13 6:25:42 PM,,,0,0,45,14,16,GPS,2019-12-13 18:25:42+00:00
Ruksana’s iPhone,2019-12-13 6:28:04 PM,,,16,26,45,14,8,GPS,2019-12-13 18:28:04+00:00
Ruksana’s iPhone,2019-12-13 6:29:20 PM,,,4,6,42,13,8,GPS,2019-12-13 18:29:20+00:00
Ruksana’s iPhone,2019-12-13 6:31:00 PM,,,0,0,29,9,32,GPS,2019-12-13 18:31:00+00:00
Ruksana’s iPhone,2019-12-13 6:32:21 PM,,,3,5,26,8,16,GPS,2019-12-13 18:32:21+00:00
Ruksana’s iPhone,2019-12-13 6:33:44 PM,,,17,27,26,8,12,GPS,2019-12-13 18:33:44+00:00
Ruksana’s iPhone,2019-12-13 6:35:03 PM,,,28,45,22,7,16,GPS,2019-12-13 18:35:03+00:00
Ruksana’s iPhone,2019-12-13 6:36:22 PM,,,18,29,9,3,6,GPS,2019-12-13 18:36:22+00:00
Ruksana’s iPhone,2019-12-13 6:37:46 PM,,,6,10,13,4,12,GPS,2019-12-13 18:37:46+00:00
Ruksana’s iPhone,2019-12-13 6:39:08 PM,,,17,27,13,4,12,GPS,2019-12-13 18:39:08+00:00
Ruksana’s iPhone,2019-12-13 6:40:28 PM,,,15,24,13,4,12,GPS,2019-12-13 18:40:28+00:00
Ruksana’s iPhone,2019-12-13 6:41:47 PM,,,13,21,16,5,8,GPS,2019-12-13 18:41:47+00:00
Ruksana’s iPhone,2019-12-13 6:43:07 PM,,,18,29,19,6,6,GPS,2019-12-13 18:43:07+00:00
Ruksana’s iPhone,2019-12-13 6:45:24 PM,,,,,-65,-20,48,GPS,2019-12-13 18:45:24+00:00
Ruksana’s iPhone,2019-12-13 6:46:37 PM,,,0,0,16,5,32,GPS,2019-12-13 18:46:37+00:00
Ruksana’s iPhone,2019-12-13 10:17:57 PM,,,,,16,5,65,GPS,2019-12-13 22:17:57+00:00
Ruksana’s iPhone,2019-12-13 10:19:15 PM,,,24,39,16,5,32,GPS,2019-12-13 22:19:15+00:00
Ruksana’s iPhone,2019-12-13 10:20:43 PM,,,5,8,16,5,32,GPS,2019-12-13 22:20:43+00:00
Ruksana’s iPhone,2019-12-13 10:22:17 PM,,,9,14,22,7,32,GPS,2019-12-13 22:22:17+00:00
Ruksana’s iPhone,2019-12-13 10:23:34 PM,,,1,2,19,6,32,GPS,2019-12-13 22:23:34+00:00
Ruksana’s iPhone,2019-12-13 10:25:14 PM,,,,,22,7,32,GPS,2019-12-13 22:25:14+00:00
Ruksana’s iPhone,2019-12-13 10:26:30 PM,,,,,26,8,64,GPS,2019-12-13 22:26:30+00:00
Ruksana’s iPhone,2019-12-13 10:27:49 PM,,,23,37,26,8,32,GPS,2019-12-13 22:27:49+00:00
Ruksana’s iPhone,2019-12-13 10:29:08 PM,,,23,37,32,10,32,GPS,2019-12-13 22:29:08+00:00
Ruksana’s iPhone,2019-12-13 10:30:29 PM,,,0,0,45,14,32,GPS,2019-12-13 22:30:29+00:00
Ruksana’s iPhone,2019-12-13 10:32:35 PM,,,1,2,49,15,32,GPS,2019-12-13 22:32:35+00:00
Ruksana’s iPhone,2019-12-13 10:34:25 PM,,,,,98,30,65,GPS,2019-12-13 22:34:25+00:00
Ruksana’s iPhone,2019-12-13 10:36:00 PM,,,,,55,17,65,GPS,2019-12-13 22:36:00+00:00
Ruksana’s iPhone,2019-12-13 10:41:22 PM,,,10,16,29,9,48,GPS,2019-12-13 22:41:22+00:00
Ruksana’s iPhone,2019-12-13 10:46:30 PM,,,,,59,18,65,GPS,2019-12-13 22:46:30+00:00
Ruksana’s iPhone,2019-12-13 10:56:55 PM,,,,,-715,-218,48,GPS,2019-12-13 22:56:55+00:00
Ruksana’s iPhone,2019-12-13 10:59:29 PM,,,,,59,18,65,GPS,2019-12-13 22:59:29+00:00
Ruksana’s iPhone,2019-12-13 11:03:07 PM,,,,,55,17,65,GPS,2019-12-13 23:03:07+00:00
Name,Date,Lat,Lng,Speed(mph),Speed(km/h),Altitude(ft),Altitude(m),Accuracy,Type,Date2
Ruksana’s iPhone,2019-12-14 3:13:26 AM,,,,,22,7,65,GPS,2019-12-14 03:13:26+00:00
Ruksana’s iPhone,2019-12-14 3:15:23 AM,,,0,0,29,9,16,GPS,2019-12-14 03:15:23+00:00
Ruksana’s iPhone,2019-12-14 3:17:33 AM,,,1,2,29,9,32,GPS,2019-12-14 03:17:33+00:00
Ruksana’s iPhone,2019-12-14 3:20:30 AM,,,2,3,121,37,16,GPS,2019-12-14 03:20:30+00:00
Ruksana’s iPhone,2019-12-14 3:22:07 AM,,,0,0,26,8,16,GPS,2019-12-14 03:22:07+00:00
Ruksana’s iPhone,2019-12-14 3:23:18 AM,,,0,0,26,8,16,GPS,2019-12-14 03:23:18+00:00
Ruksana’s iPhone,2019-12-14 3:29:13 AM,,,22,35,22,7,16,GPS,2019-12-14 03:29:13+00:00
Ruksana’s iPhone,2019-12-14 3:30:32 AM,,,26,42,26,8,16,GPS,2019-12-14 03:30:32+00:00
Ruksana’s iPhone,2019-12-14 3:31:52 AM,,,18,29,22,7,16,GPS,2019-12-14 03:31:52+00:00
Ruksana’s iPhone,2019-12-14 3:33:08 AM,,,11,18,26,8,32,GPS,2019-12-14 03:33:08+00:00
Ruksana’s iPhone,2019-12-14 3:34:30 AM,,,18,29,19,6,32,GPS,2019-12-14 03:34:30+00:00
Ruksana’s iPhone,2019-12-14 3:35:49 AM,,,3,5,13,4,16,GPS,2019-12-14 03:35:49+00:00
Ruksana’s iPhone,2019-12-14 3:37:07 AM,,,31,50,16,5,8,GPS,2019-12-14 03:37:07+00:00
Ruksana’s iPhone,2019-12-14 3:39:58 AM,,,2,3,16,5,16,GPS,2019-12-14 03:39:58+00:00
Ruksana’s iPhone,2019-12-14 3:42:07 AM,,,2,3,19,6,6,GPS,2019-12-14 03:42:07+00:00
Ruksana’s iPhone,2019-12-14 3:42:57 AM,,,2,3,19,6,6,GPS,2019-12-14 03:42:57+00:00
Ruksana’s iPhone,2019-12-14 3:45:06 AM,,,0,0,19,6,32,GPS,2019-12-14 03:45:06+00:00
Ruksana’s iPhone,2019-12-14 3:47:30 AM,,,0,0,19,6,32,GPS,2019-12-14 03:47:30+00:00
Ruksana’s iPhone,2019-12-14 3:49:53 AM,,,0,0,19,6,16,GPS,2019-12-14 03:49:53+00:00
Ruksana’s iPhone,2019-12-14 4:25:59 PM,,,0,0,36,11,32,GPS,2019-12-14 16:25:59+00:00
Ruksana’s iPhone,2019-12-14 4:49:58 PM,,,,,13,4,65,GPS,2019-12-14 16:49:58+00:00
Ruksana’s iPhone,2019-12-14 4:51:17 PM,,,18,29,22,7,8,GPS,2019-12-14 16:51:17+00:00
Ruksana’s iPhone,2019-12-14 4:52:50 PM,,,16,26,19,6,8,GPS,2019-12-14 16:52:50+00:00
Ruksana’s iPhone,2019-12-14 4:54:09 PM,,,9,14,16,5,8,GPS,2019-12-14 16:54:09+00:00
Ruksana’s iPhone,2019-12-14 4:55:58 PM,,,7,11,19,6,8,GPS,2019-12-14 16:55:58+00:00
Ruksana’s iPhone,2019-12-14 4:57:18 PM,,,19,31,16,5,8,GPS,2019-12-14 16:57:18+00:00
Ruksana’s iPhone,2019-12-14 4:59:00 PM,,,9,14,16,5,8,GPS,2019-12-14 16:59:00+00:00
Ruksana’s iPhone,2019-12-14 5:00:18 PM,,,8,13,9,3,8,GPS,2019-12-14 17:00:18+00:00
Ruksana’s iPhone,2019-12-14 5:01:37 PM,,,3,5,32,10,6,GPS,2019-12-14 17:01:37+00:00
Ruksana’s iPhone,2019-12-14 5:02:57 PM,,,14,23,62,19,8,GPS,2019-12-14 17:02:57+00:00
Ruksana’s iPhone,2019-12-14 5:04:33 PM,,,10,16,26,8,16,GPS,2019-12-14 17:04:33+00:00
Ruksana’s iPhone,2019-12-14 5:04:40 PM,,,1,2,26,8,16,GPS,2019-12-14 17:04:40+00:00
Ruksana’s iPhone,2019-12-14 5:09:35 PM,,,,,26,8,165,GPS,2019-12-14 17:09:35+00:00
Ruksana’s iPhone,2019-12-14 5:10:53 PM,,,24,39,121,37,6,GPS,2019-12-14 17:10:53+00:00
Ruksana’s iPhone,2019-12-14 5:12:12 PM,,,23,37,121,37,6,GPS,2019-12-14 17:12:12+00:00
Ruksana’s iPhone,2019-12-14 5:13:40 PM,,,21,34,157,48,8,GPS,2019-12-14 17:13:40+00:00
Ruksana’s iPhone,2019-12-14 5:14:58 PM,,,31,50,49,15,8,GPS,2019-12-14 17:14:58+00:00
Ruksana’s iPhone,2019-12-14 5:16:16 PM,,,22,35,45,14,6,GPS,2019-12-14 17:16:16+00:00
Ruksana’s iPhone,2019-12-14 5:17:34 PM,,,29,47,164,50,12,GPS,2019-12-14 17:17:34+00:00
Ruksana’s iPhone,2019-12-14 5:18:53 PM,,,24,39,177,54,6,GPS,2019-12-14 17:18:53+00:00
Ruksana’s iPhone,2019-12-14 5:20:18 PM,,,24,39,98,30,8,GPS,2019-12-14 17:20:18+00:00
Ruksana’s iPhone,2019-12-14 5:21:37 PM,,,14,23,62,19,8,GPS,2019-12-14 17:21:37+00:00
Ruksana’s iPhone,2019-12-14 5:22:56 PM,,,9,14,59,18,8,GPS,2019-12-14 17:22:56+00:00
Ruksana’s iPhone,2019-12-14 5:24:19 PM,,,11,18,52,16,8,GPS,2019-12-14 17:24:19+00:00
Ruksana’s iPhone,2019-12-14 5:25:40 PM,,,9,14,32,10,8,GPS,2019-12-14 17:25:40+00:00
Ruksana’s iPhone,2019-12-14 5:26:57 PM,,,0,0,29,9,8,GPS,2019-12-14 17:26:57+00:00
Ruksana’s iPhone,2019-12-14 5:28:13 PM,,,13,21,29,9,16,GPS,2019-12-14 17:28:13+00:00
Ruksana’s iPhone,2019-12-14 5:29:33 PM,,,16,26,29,9,8,GPS,2019-12-14 17:29:33+00:00
Ruksana’s iPhone,2019-12-14 5:30:50 PM,,,13,21,22,7,16,GPS,2019-12-14 17:30:50+00:00
Ruksana’s iPhone,2019-12-14 5:31:18 PM,,,7,11,26,8,16,GPS,2019-12-14 17:31:18+00:00
Ruksana’s iPhone,2019-12-14 5:38:26 PM,,,2,3,26,8,8,GPS,2019-12-14 17:38:26+00:00
Ruksana’s iPhone,2019-12-14 5:38:53 PM,,,0,0,26,8,8,GPS,2019-12-14 17:38:53+00:00
Ruksana’s iPhone,2019-12-14 6:45:41 PM,,,0,0,68,21,32,GPS,2019-12-14 18:45:41+00:00
Ruksana’s iPhone,2019-12-14 9:03:55 PM,,,,,62,19,65,GPS,2019-12-14 21:03:55+00:00
Name,Date,Lat,Lng,Speed(mph),Speed(km/h),Altitude(ft),Altitude(m),Accuracy,Type,Date2
Ruksana’s iPhone,2019-12-16 7:58:48 PM,,,,,55,17,65,GPS,2019-12-16 19:58:48+00:00
Ruksana’s iPhone,2019-12-16 8:00:07 PM,,,18,29,39,12,16,GPS,2019-12-16 20:00:07+00:00
Ruksana’s iPhone,2019-12-16 8:01:24 PM,,,9,14,39,12,16,GPS,2019-12-16 20:01:24+00:00
Ruksana’s iPhone,2019-12-16 8:02:45 PM,,,20,32,26,8,4,GPS,2019-12-16 20:02:45+00:00
Ruksana’s iPhone,2019-12-16 8:05:09 PM,,,2,3,32,10,32,GPS,2019-12-16 20:05:09+00:00
Ruksana’s iPhone,2019-12-16 8:06:26 PM,,,1,2,32,10,32,GPS,2019-12-16 20:06:26+00:00
Ruksana’s iPhone,2019-12-16 8:06:50 PM,,,0,0,32,10,32,GPS,2019-12-16 20:06:50+00:00
Ruksana’s iPhone,2019-12-16 8:09:32 PM,,,,,-82,-25,48,GPS,2019-12-16 20:09:32+00:00
Ruksana’s iPhone,2019-12-16 8:10:52 PM,,,16,26,26,8,32,GPS,2019-12-16 20:10:52+00:00
Ruksana’s iPhone,2019-12-16 8:12:13 PM,,,0,0,16,5,32,GPS,2019-12-16 20:12:13+00:00
Ruksana’s iPhone,2019-12-16 8:14:11 PM,,,,,36,11,65,GPS,2019-12-16 20:14:11+00:00
Ruksana’s iPhone,2019-12-16 8:15:51 PM,,,1,2,29,9,32,GPS,2019-12-16 20:15:51+00:00
Ruksana’s iPhone,2019-12-16 8:52:40 PM,,,,,42,13,65,GPS,2019-12-16 20:52:40+00:00
Ruksana’s iPhone,2019-12-16 8:53:56 PM,,,12,19,39,12,8,GPS,2019-12-16 20:53:56+00:00
Ruksana’s iPhone,2019-12-16 8:55:15 PM,,,18,29,42,13,6,GPS,2019-12-16 20:55:15+00:00
Ruksana’s iPhone,2019-12-16 8:56:36 PM,,,22,35,39,12,6,GPS,2019-12-16 20:56:36+00:00
Ruksana’s iPhone,2019-12-16 8:57:52 PM,,,3,5,45,14,8,GPS,2019-12-16 20:57:52+00:00
Ruksana’s iPhone,2019-12-16 8:59:15 PM,,,10,16,75,23,6,GPS,2019-12-16 20:59:15+00:00
Ruksana’s iPhone,2019-12-16 9:01:50 PM,,,1,2,68,21,12,GPS,2019-12-16 21:01:50+00:00
Ruksana’s iPhone,2019-12-16 9:02:23 PM,,,0,0,68,21,16,GPS,2019-12-16 21:02:23+00:00
Ruksana’s iPhone,2019-12-16 9:04:48 PM,,,,,59,18,65,GPS,2019-12-16 21:04:48+00:00
Ruksana’s iPhone,2019-12-16 9:06:05 PM,,,,,52,16,32,GPS,2019-12-16 21:06:05+00:00
Ruksana’s iPhone,2019-12-16 9:07:26 PM,,,2,3,85,26,32,GPS,2019-12-16 21:07:26+00:00
Ruksana’s iPhone,2019-12-16 9:08:49 PM,,,0,0,78,24,32,GPS,2019-12-16 21:08:49+00:00
Ruksana’s iPhone,2019-12-16 9:11:58 PM,,,0,0,72,22,32,GPS,2019-12-16 21:11:58+00:00
